id_venta,fecha_venta,tipo_dona,cantidad,precio_unitario,total,metodo_pago,id_empleado,sucursal
4043,2025-05-16 04:01:46,Azúcar y Canela,1,1.25,1.25,Transferencia,105,Valle
4044,2025-05-16 04:03:04,Rellena de Fresa,11,2.25,24.75,Tarjeta de Crédito,104,Sur
4045,2025-05-16 04:34:49,Azúcar y Canela,11,1.25,13.75,Transferencia,106,Sur
4046,2025-05-16 04:38:55,Azúcar y Canela,1,1.25,1.25,Efectivo,106,Sur
4047,2025-05-16 04:43:28,Chocolate,3,2.0,6.0,Tarjeta de Débito,104,Valle
4048,2025-05-16 05:08:37,Boston Cream,12,2.5,30.0,Tarjeta de Débito,103,Valle
4049,2025-05-16 05:09:47,Boston Cream,1,2.5,2.5,Tarjeta de Crédito,107,Sur
4050,2025-05-16 05:27:59,Mapple,5,1.75,8.75,Efectivo,102,Centro
4051,2025-05-16 05:46:11,Rellena de Fresa,10,2.25,22.5,Efectivo,103,Centro
4052,2025-05-16 05:46:14,Mapple,10,1.75,17.5,Efectivo,106,Sur
4053,2025-05-16 06:08:21,Chocolate,9,2.0,18.0,Efectivo,104,Valle
4054,2025-05-16 06:17:06,Chocolate,7,2.0,14.0,Tarjeta de Crédito,101,Valle
4055,2025-05-16 06:18:18,Azúcar y Canela,11,1.25,13.75,Tarjeta de Débito,105,Sur
4056,2025-05-16 06:27:38,Mapple,6,1.75,10.5,Efectivo,103,Sur
4057,2025-05-16 06:29:43,Azúcar y Canela,11,1.25,13.75,Tarjeta de Débito,102,Norte
4058,2025-05-16 07:01:07,Chocolate,3,2.0,6.0,Transferencia,103,Valle
4059,2025-05-16 07:14:58,Boston Cream,5,2.5,12.5,Transferencia,106,Sur
4060,2025-05-16 07:20:18,Boston Cream,5,2.5,12.5,Tarjeta de Crédito,106,Valle
4061,2025-05-16 07:59:24,Rellena de Fresa,2,2.25,4.5,Efectivo,106,Centro
4062,2025-05-16 08:01:16,Chocolate,8,2.0,16.0,Tarjeta de Crédito,102,Sur
4063,2025-05-16 08:02:59,Mapple,1,1.75,1.75,Tarjeta de Crédito,107,Sur
4064,2025-05-16 08:06:28,Glaseada,1,1.5,1.5,Tarjeta de Débito,106,Valle
4065,2025-05-16 08:19:00,Glaseada,6,1.5,9.0,Tarjeta de Crédito,101,Valle
4066,2025-05-16 08:22:04,Glaseada,6,1.5,9.0,Tarjeta de Débito,104,Centro
4067,2025-05-16 08:27:48,Boston Cream,2,2.5,5.0,Tarjeta de Débito,108,Centro
4068,2025-05-16 08:36:02,Glaseada,2,1.5,3.0,Tarjeta de Débito,101,Centro
4069,2025-05-16 08:39:50,Mapple,8,1.75,14.0,Tarjeta de Crédito,104,Norte
4070,2025-05-16 08:56:26,Azúcar y Canela,10,1.25,12.5,Efectivo,105,Norte
4071,2025-05-16 08:58:56,Boston Cream,2,2.5,5.0,Efectivo,108,Sur
4072,2025-05-16 09:12:33,Chocolate,1,2.0,2.0,Tarjeta de Crédito,108,Centro
4073,2025-05-16 09:33:53,Azúcar y Canela,5,1.25,6.25,Tarjeta de Débito,102,Valle
4074,2025-05-16 09:35:40,Rellena de Fresa,8,2.25,18.0,Efectivo,103,Norte
4075,2025-05-16 09:40:28,Azúcar y Canela,7,1.25,8.75,Transferencia,108,Centro
4076,2025-05-16 09:43:45,Rellena de Fresa,11,2.25,24.75,Tarjeta de Crédito,104,Sur
4077,2025-05-16 09:47:33,Azúcar y Canela,9,1.25,11.25,Tarjeta de Débito,104,Valle
4078,2025-05-16 09:51:22,Glaseada,8,1.5,12.0,Transferencia,107,Valle
4079,2025-05-16 09:52:19,Chocolate,11,2.0,22.0,Tarjeta de Crédito,103,Centro
4080,2025-05-16 09:58:25,Glaseada,3,1.5,4.5,Tarjeta de Débito,101,Centro
4081,2025-05-16 10:17:57,Glaseada,11,1.5,16.5,Tarjeta de Crédito,104,Sur
4082,2025-05-16 10:20:33,Boston Cream,8,2.5,20.0,Transferencia,106,Sur
4083,2025-05-16 10:26:23,Mapple,7,1.75,12.25,Efectivo,105,Sur
4084,2025-05-16 10:35:47,Rellena de Fresa,10,2.25,22.5,Transferencia,106,Centro
4085,2025-05-16 10:38:03,Boston Cream,8,2.5,20.0,Transferencia,102,Sur
4086,2025-05-16 10:50:13,Mapple,3,1.75,5.25,Transferencia,107,Sur
4087,2025-05-16 11:11:29,Rellena de Fresa,9,2.25,20.25,Efectivo,107,Norte
4088,2025-05-16 11:15:08,Rellena de Fresa,9,2.25,20.25,Tarjeta de Crédito,101,Norte
4089,2025-05-16 11:26:40,Azúcar y Canela,5,1.25,6.25,Tarjeta de Débito,104,Centro
4090,2025-05-16 11:37:20,Azúcar y Canela,4,1.25,5.0,Transferencia,101,Centro
4091,2025-05-16 11:45:09,Chocolate,7,2.0,14.0,Transferencia,105,Sur
4092,2025-05-16 11:47:10,Mapple,6,1.75,10.5,Efectivo,101,Sur
4093,2025-05-16 11:55:45,Mapple,1,1.75,1.75,Tarjeta de Crédito,103,Valle
4094,2025-05-16 11:58:36,Mapple,1,1.75,1.75,Transferencia,104,Sur
4095,2025-05-16 12:02:10,Boston Cream,10,2.5,25.0,Efectivo,101,Centro
4096,2025-05-16 12:02:54,Azúcar y Canela,6,1.25,7.5,Tarjeta de Crédito,105,Norte
4097,2025-05-16 12:03:00,Chocolate,12,2.0,24.0,Tarjeta de Crédito,101,Centro
4098,2025-05-16 12:14:55,Boston Cream,6,2.5,15.0,Tarjeta de Débito,104,Valle
4099,2025-05-16 12:54:29,Chocolate,3,2.0,6.0,Efectivo,107,Norte
4100,2025-05-16 13:03:43,Rellena de Fresa,11,2.25,24.75,Tarjeta de Débito,107,Centro
4101,2025-05-16 13:03:53,Mapple,11,1.75,19.25,Transferencia,105,Sur
4102,2025-05-16 13:17:25,Glaseada,10,1.5,15.0,Efectivo,104,Norte
4103,2025-05-16 13:24:46,Azúcar y Canela,10,1.25,12.5,Tarjeta de Crédito,106,Valle
4104,2025-05-16 13:33:10,Azúcar y Canela,7,1.25,8.75,Tarjeta de Débito,107,Valle
4105,2025-05-16 13:43:49,Mapple,1,1.75,1.75,Transferencia,107,Centro
4106,2025-05-16 13:45:10,Azúcar y Canela,12,1.25,15.0,Tarjeta de Débito,101,Norte
4107,2025-05-16 13:51:13,Chocolate,11,2.0,22.0,Transferencia,107,Valle
4108,2025-05-16 13:53:37,Chocolate,10,2.0,20.0,Transferencia,102,Valle
4109,2025-05-16 14:00:45,Azúcar y Canela,3,1.25,3.75,Tarjeta de Crédito,103,Centro
4110,2025-05-16 14:25:52,Chocolate,11,2.0,22.0,Efectivo,106,Sur
4111,2025-05-16 14:33:07,Rellena de Fresa,8,2.25,18.0,Transferencia,108,Centro
4112,2025-05-16 14:33:12,Mapple,11,1.75,19.25,Tarjeta de Débito,103,Norte
4113,2025-05-16 14:35:49,Azúcar y Canela,11,1.25,13.75,Tarjeta de Crédito,105,Centro
4114,2025-05-16 14:39:12,Boston Cream,8,2.5,20.0,Tarjeta de Crédito,104,Valle
4115,2025-05-16 15:21:34,Chocolate,2,2.0,4.0,Tarjeta de Crédito,102,Valle
4116,2025-05-16 15:28:56,Rellena de Fresa,1,2.25,2.25,Tarjeta de Débito,104,Norte
4117,2025-05-16 15:29:02,Glaseada,12,1.5,18.0,Tarjeta de Crédito,108,Norte
4118,2025-05-16 15:52:25,Glaseada,7,1.5,10.5,Tarjeta de Débito,102,Centro
4119,2025-05-16 15:55:51,Chocolate,2,2.0,4.0,Transferencia,102,Sur
4120,2025-05-16 16:22:40,Chocolate,5,2.0,10.0,Tarjeta de Débito,108,Sur
4121,2025-05-16 16:28:23,Azúcar y Canela,5,1.25,6.25,Efectivo,101,Valle
4122,2025-05-16 16:50:01,Rellena de Fresa,7,2.25,15.75,Tarjeta de Débito,108,Centro
4123,2025-05-16 17:01:45,Rellena de Fresa,6,2.25,13.5,Tarjeta de Crédito,105,Valle
4124,2025-05-16 17:03:53,Mapple,8,1.75,14.0,Tarjeta de Débito,102,Norte
4125,2025-05-16 17:11:36,Azúcar y Canela,6,1.25,7.5,Efectivo,108,Norte
4126,2025-05-16 17:20:06,Mapple,5,1.75,8.75,Transferencia,108,Norte
4127,2025-05-16 17:21:32,Azúcar y Canela,3,1.25,3.75,Tarjeta de Débito,104,Valle
4128,2025-05-16 17:25:04,Boston Cream,12,2.5,30.0,Transferencia,105,Valle
4129,2025-05-16 17:41:06,Chocolate,4,2.0,8.0,Efectivo,107,Centro
4130,2025-05-16 18:05:02,Azúcar y Canela,9,1.25,11.25,Transferencia,102,Norte
4131,2025-05-16 18:12:46,Glaseada,4,1.5,6.0,Tarjeta de Débito,108,Centro
4132,2025-05-16 18:23:42,Rellena de Fresa,6,2.25,13.5,Efectivo,101,Sur
4133,2025-05-16 18:37:55,Azúcar y Canela,10,1.25,12.5,Tarjeta de Crédito,106,Valle
4134,2025-05-16 19:10:02,Rellena de Fresa,9,2.25,20.25,Transferencia,107,Sur
4135,2025-05-16 19:16:38,Boston Cream,1,2.5,2.5,Tarjeta de Débito,105,Centro
4136,2025-05-16 19:20:34,Rellena de Fresa,3,2.25,6.75,Efectivo,107,Centro
4137,2025-05-16 19:28:48,Mapple,1,1.75,1.75,Tarjeta de Crédito,102,Sur
4138,2025-05-16 19:32:25,Rellena de Fresa,6,2.25,13.5,Tarjeta de Débito,107,Valle
4139,2025-05-16 19:53:51,Chocolate,8,2.0,16.0,Efectivo,102,Sur
4140,2025-05-16 19:56:37,Mapple,9,1.75,15.75,Tarjeta de Crédito,101,Valle
4141,2025-05-16 20:06:14,Mapple,9,1.75,15.75,Transferencia,102,Norte
4142,2025-05-16 20:24:30,Chocolate,5,2.0,10.0,Tarjeta de Crédito,107,Norte
4143,2025-05-16 20:31:54,Rellena de Fresa,1,2.25,2.25,Transferencia,102,Norte
4144,2025-05-16 20:38:53,Glaseada,2,1.5,3.0,Tarjeta de Crédito,104,Norte
4145,2025-05-16 20:46:10,Rellena de Fresa,11,2.25,24.75,Tarjeta de Débito,107,Centro
4146,2025-05-16 20:49:52,Azúcar y Canela,4,1.25,5.0,Tarjeta de Crédito,103,Centro
4147,2025-05-16 20:53:26,Rellena de Fresa,11,2.25,24.75,Tarjeta de Crédito,102,Norte
4148,2025-05-16 20:54:10,Glaseada,12,1.5,18.0,Transferencia,102,Valle
4149,2025-05-16 21:16:58,Chocolate,8,2.0,16.0,Transferencia,105,Valle
4150,2025-05-16 21:35:31,Azúcar y Canela,9,1.25,11.25,Transferencia,103,Sur
4151,2025-05-16 21:48:45,Boston Cream,7,2.5,17.5,Transferencia,101,Sur
4152,2025-05-16 21:52:17,Mapple,12,1.75,21.0,Tarjeta de Crédito,106,Valle
4153,2025-05-16 22:06:21,Glaseada,2,1.5,3.0,Tarjeta de Crédito,104,Valle
4154,2025-05-16 22:07:05,Rellena de Fresa,4,2.25,9.0,Transferencia,106,Sur
4155,2025-05-16 22:18:42,Chocolate,5,2.0,10.0,Tarjeta de Débito,107,Valle
4156,2025-05-16 22:20:42,Rellena de Fresa,11,2.25,24.75,Transferencia,107,Sur
4157,2025-05-16 22:28:42,Chocolate,11,2.0,22.0,Tarjeta de Crédito,101,Norte
4158,2025-05-16 22:33:36,Mapple,4,1.75,7.0,Efectivo,108,Norte
4159,2025-05-16 22:36:12,Azúcar y Canela,6,1.25,7.5,Transferencia,105,Valle
4160,2025-05-16 22:53:50,Azúcar y Canela,11,1.25,13.75,Tarjeta de Débito,102,Valle
4161,2025-05-16 23:20:38,Boston Cream,4,2.5,10.0,Tarjeta de Crédito,104,Norte
4162,2025-05-16 23:39:09,Rellena de Fresa,12,2.25,27.0,Efectivo,106,Valle
4163,2025-05-16 23:43:08,Boston Cream,12,2.5,30.0,Efectivo,101,Sur
4164,2025-05-16 23:46:02,Azúcar y Canela,11,1.25,13.75,Tarjeta de Débito,101,Sur
4165,2025-05-16 23:48:10,Mapple,11,1.75,19.25,Transferencia,101,Centro
4166,2025-05-16 23:52:31,Rellena de Fresa,11,2.25,24.75,Efectivo,108,Centro
4167,2025-05-17 00:02:08,Glaseada,3,1.5,4.5,Transferencia,101,Norte
4168,2025-05-17 00:14:55,Mapple,2,1.75,3.5,Transferencia,101,Norte
4169,2025-05-17 00:24:09,Boston Cream,12,2.5,30.0,Tarjeta de Débito,105,Sur
4170,2025-05-17 00:37:36,Rellena de Fresa,11,2.25,24.75,Transferencia,101,Valle
4171,2025-05-17 01:02:11,Boston Cream,2,2.5,5.0,Tarjeta de Débito,106,Centro
4172,2025-05-17 01:02:47,Rellena de Fresa,8,2.25,18.0,Transferencia,107,Centro
4173,2025-05-17 01:03:06,Rellena de Fresa,2,2.25,4.5,Efectivo,102,Valle
4174,2025-05-17 01:23:08,Chocolate,10,2.0,20.0,Efectivo,105,Valle
4175,2025-05-17 01:27:53,Boston Cream,8,2.5,20.0,Efectivo,108,Norte
4176,2025-05-17 01:43:50,Mapple,9,1.75,15.75,Tarjeta de Débito,101,Centro
4177,2025-05-17 01:52:48,Rellena de Fresa,8,2.25,18.0,Efectivo,106,Centro
4178,2025-05-17 01:55:42,Rellena de Fresa,11,2.25,24.75,Tarjeta de Débito,103,Norte
4179,2025-05-17 02:00:31,Chocolate,10,2.0,20.0,Tarjeta de Débito,103,Sur
4180,2025-05-17 02:19:04,Rellena de Fresa,4,2.25,9.0,Tarjeta de Débito,106,Norte
4181,2025-05-17 02:26:12,Chocolate,2,2.0,4.0,Tarjeta de Débito,108,Sur
4182,2025-05-17 02:42:24,Boston Cream,9,2.5,22.5,Efectivo,106,Centro
4183,2025-05-17 02:44:43,Azúcar y Canela,3,1.25,3.75,Efectivo,101,Norte
4184,2025-05-17 02:54:36,Azúcar y Canela,7,1.25,8.75,Transferencia,106,Centro
4185,2025-05-17 02:55:07,Mapple,10,1.75,17.5,Tarjeta de Débito,102,Valle
4186,2025-05-17 03:17:34,Glaseada,2,1.5,3.0,Tarjeta de Crédito,105,Valle
4187,2025-05-17 03:29:41,Rellena de Fresa,7,2.25,15.75,Efectivo,103,Valle
4188,2025-05-17 03:30:30,Glaseada,3,1.5,4.5,Efectivo,106,Sur
4189,2025-05-17 03:57:03,Azúcar y Canela,8,1.25,10.0,Tarjeta de Crédito,103,Valle
4190,2025-05-17 04:13:46,Chocolate,6,2.0,12.0,Efectivo,102,Norte
4191,2025-05-17 04:29:34,Glaseada,10,1.5,15.0,Efectivo,108,Centro
4192,2025-05-17 04:46:25,Boston Cream,5,2.5,12.5,Tarjeta de Crédito,104,Centro
4193,2025-05-17 04:49:32,Rellena de Fresa,5,2.25,11.25,Tarjeta de Crédito,107,Centro
4194,2025-05-17 04:51:18,Azúcar y Canela,5,1.25,6.25,Tarjeta de Débito,108,Norte
4195,2025-05-17 04:51:21,Boston Cream,10,2.5,25.0,Transferencia,101,Sur
4196,2025-05-17 05:01:47,Mapple,6,1.75,10.5,Efectivo,108,Norte
4197,2025-05-17 05:07:01,Chocolate,1,2.0,2.0,Tarjeta de Crédito,104,Norte
4198,2025-05-17 05:10:35,Azúcar y Canela,3,1.25,3.75,Transferencia,105,Valle
4199,2025-05-17 05:35:15,Glaseada,10,1.5,15.0,Transferencia,101,Centro
4200,2025-05-17 05:47:06,Azúcar y Canela,11,1.25,13.75,Tarjeta de Crédito,101,Sur
4201,2025-05-17 06:11:28,Mapple,11,1.75,19.25,Transferencia,103,Valle
4202,2025-05-17 06:38:13,Azúcar y Canela,11,1.25,13.75,Transferencia,108,Centro
4203,2025-05-17 06:47:15,Chocolate,9,2.0,18.0,Transferencia,107,Centro
4204,2025-05-17 06:48:22,Chocolate,10,2.0,20.0,Tarjeta de Débito,103,Centro
4205,2025-05-17 06:57:10,Boston Cream,9,2.5,22.5,Tarjeta de Crédito,102,Centro
4206,2025-05-17 07:01:40,Azúcar y Canela,12,1.25,15.0,Tarjeta de Crédito,104,Valle
4207,2025-05-17 07:05:15,Glaseada,7,1.5,10.5,Tarjeta de Crédito,108,Norte
4208,2025-05-17 07:18:04,Rellena de Fresa,1,2.25,2.25,Efectivo,104,Sur
4209,2025-05-17 07:18:45,Azúcar y Canela,11,1.25,13.75,Tarjeta de Débito,102,Sur
4210,2025-05-17 07:29:25,Azúcar y Canela,11,1.25,13.75,Efectivo,106,Centro
4211,2025-05-17 07:42:43,Rellena de Fresa,3,2.25,6.75,Tarjeta de Débito,101,Norte
4212,2025-05-17 07:44:19,Rellena de Fresa,4,2.25,9.0,Tarjeta de Crédito,108,Norte
4213,2025-05-17 07:47:52,Azúcar y Canela,1,1.25,1.25,Tarjeta de Crédito,104,Sur
4214,2025-05-17 07:54:08,Rellena de Fresa,10,2.25,22.5,Efectivo,101,Centro
4215,2025-05-17 08:16:40,Glaseada,11,1.5,16.5,Efectivo,101,Centro
4216,2025-05-17 08:35:11,Chocolate,2,2.0,4.0,Transferencia,104,Valle
4217,2025-05-17 08:54:58,Mapple,3,1.75,5.25,Efectivo,108,Sur
4218,2025-05-17 08:58:50,Boston Cream,10,2.5,25.0,Tarjeta de Débito,105,Centro
4219,2025-05-17 09:02:04,Boston Cream,11,2.5,27.5,Tarjeta de Crédito,107,Sur
4220,2025-05-17 09:16:48,Rellena de Fresa,7,2.25,15.75,Efectivo,106,Sur
4221,2025-05-17 09:18:34,Rellena de Fresa,4,2.25,9.0,Transferencia,102,Norte
4222,2025-05-17 09:26:34,Chocolate,2,2.0,4.0,Tarjeta de Débito,108,Centro
4223,2025-05-17 09:36:01,Chocolate,8,2.0,16.0,Tarjeta de Crédito,103,Sur
4224,2025-05-17 09:39:09,Boston Cream,5,2.5,12.5,Tarjeta de Crédito,103,Sur
4225,2025-05-17 09:53:28,Boston Cream,10,2.5,25.0,Tarjeta de Crédito,101,Centro
4226,2025-05-17 09:59:12,Chocolate,11,2.0,22.0,Transferencia,103,Sur
4227,2025-05-17 10:27:50,Chocolate,2,2.0,4.0,Transferencia,107,Sur
4228,2025-05-17 10:35:48,Azúcar y Canela,10,1.25,12.5,Efectivo,104,Norte
4229,2025-05-17 10:55:33,Mapple,11,1.75,19.25,Efectivo,106,Valle
4230,2025-05-17 11:09:47,Chocolate,7,2.0,14.0,Tarjeta de Crédito,103,Norte
4231,2025-05-17 11:14:15,Glaseada,8,1.5,12.0,Efectivo,106,Centro
4232,2025-05-17 11:24:06,Boston Cream,12,2.5,30.0,Efectivo,106,Centro
4233,2025-05-17 11:53:11,Mapple,10,1.75,17.5,Transferencia,101,Valle
4234,2025-05-17 12:45:08,Rellena de Fresa,2,2.25,4.5,Transferencia,105,Valle
4235,2025-05-17 12:46:53,Chocolate,8,2.0,16.0,Tarjeta de Crédito,106,Norte
4236,2025-05-17 12:53:28,Chocolate,11,2.0,22.0,Transferencia,103,Sur
4237,2025-05-17 13:15:08,Mapple,8,1.75,14.0,Efectivo,106,Norte
4238,2025-05-17 13:16:54,Glaseada,12,1.5,18.0,Tarjeta de Crédito,103,Norte
4239,2025-05-17 13:17:31,Rellena de Fresa,1,2.25,2.25,Tarjeta de Débito,102,Centro
4240,2025-05-17 13:17:57,Boston Cream,8,2.5,20.0,Transferencia,105,Norte
4241,2025-05-17 13:38:23,Boston Cream,1,2.5,2.5,Efectivo,104,Centro
4242,2025-05-17 13:41:38,Azúcar y Canela,10,1.25,12.5,Transferencia,103,Centro
4243,2025-05-17 13:47:43,Azúcar y Canela,11,1.25,13.75,Efectivo,101,Sur
4244,2025-05-17 13:51:59,Azúcar y Canela,1,1.25,1.25,Tarjeta de Crédito,108,Valle
4245,2025-05-17 13:56:38,Rellena de Fresa,1,2.25,2.25,Transferencia,102,Valle
4246,2025-05-17 13:56:54,Azúcar y Canela,12,1.25,15.0,Tarjeta de Débito,104,Centro
4247,2025-05-17 14:02:00,Glaseada,5,1.5,7.5,Tarjeta de Crédito,105,Sur
4248,2025-05-17 14:03:21,Mapple,12,1.75,21.0,Efectivo,108,Centro
4249,2025-05-17 14:07:57,Chocolate,12,2.0,24.0,Tarjeta de Crédito,108,Sur
4250,2025-05-17 14:15:18,Mapple,1,1.75,1.75,Tarjeta de Débito,103,Norte
4251,2025-05-17 14:35:46,Azúcar y Canela,6,1.25,7.5,Transferencia,105,Sur
4252,2025-05-17 14:40:43,Boston Cream,9,2.5,22.5,Efectivo,108,Sur
4253,2025-05-17 14:43:20,Azúcar y Canela,1,1.25,1.25,Efectivo,102,Valle
4254,2025-05-17 14:53:11,Chocolate,12,2.0,24.0,Efectivo,101,Norte
4255,2025-05-17 15:17:40,Boston Cream,12,2.5,30.0,Tarjeta de Crédito,105,Centro
4256,2025-05-17 15:36:51,Boston Cream,4,2.5,10.0,Tarjeta de Crédito,107,Centro
4257,2025-05-17 15:41:43,Glaseada,6,1.5,9.0,Tarjeta de Débito,108,Valle
4258,2025-05-17 15:47:08,Azúcar y Canela,1,1.25,1.25,Tarjeta de Débito,101,Sur
4259,2025-05-17 15:53:44,Boston Cream,6,2.5,15.0,Transferencia,101,Centro
4260,2025-05-17 15:55:57,Mapple,1,1.75,1.75,Tarjeta de Débito,106,Centro
4261,2025-05-17 16:18:34,Boston Cream,2,2.5,5.0,Tarjeta de Crédito,104,Valle
4262,2025-05-17 16:29:01,Boston Cream,1,2.5,2.5,Tarjeta de Crédito,104,Centro
4263,2025-05-17 16:42:04,Azúcar y Canela,3,1.25,3.75,Efectivo,101,Centro
4264,2025-05-17 16:44:28,Glaseada,8,1.5,12.0,Efectivo,106,Norte
4265,2025-05-17 16:46:35,Boston Cream,2,2.5,5.0,Tarjeta de Débito,106,Sur
4266,2025-05-17 16:49:06,Rellena de Fresa,6,2.25,13.5,Tarjeta de Débito,107,Norte
4267,2025-05-17 17:01:41,Mapple,9,1.75,15.75,Efectivo,108,Sur
4268,2025-05-17 17:14:48,Azúcar y Canela,5,1.25,6.25,Transferencia,108,Sur
4269,2025-05-17 17:17:24,Mapple,12,1.75,21.0,Efectivo,106,Valle
4270,2025-05-17 17:20:47,Boston Cream,2,2.5,5.0,Tarjeta de Crédito,104,Norte
4271,2025-05-17 17:41:00,Rellena de Fresa,8,2.25,18.0,Tarjeta de Débito,101,Norte
4272,2025-05-17 17:44:49,Glaseada,4,1.5,6.0,Tarjeta de Crédito,104,Sur
4273,2025-05-17 17:59:10,Rellena de Fresa,3,2.25,6.75,Efectivo,101,Centro
4274,2025-05-17 18:22:31,Boston Cream,10,2.5,25.0,Transferencia,107,Sur
4275,2025-05-17 18:36:20,Azúcar y Canela,12,1.25,15.0,Efectivo,101,Sur
4276,2025-05-17 19:11:58,Chocolate,1,2.0,2.0,Tarjeta de Débito,105,Sur
4277,2025-05-17 19:20:46,Chocolate,12,2.0,24.0,Efectivo,106,Centro
4278,2025-05-17 19:28:48,Mapple,12,1.75,21.0,Tarjeta de Débito,108,Sur
4279,2025-05-17 19:47:17,Mapple,8,1.75,14.0,Efectivo,102,Sur
4280,2025-05-17 19:51:45,Mapple,9,1.75,15.75,Tarjeta de Crédito,102,Sur
4281,2025-05-17 20:03:00,Rellena de Fresa,6,2.25,13.5,Tarjeta de Crédito,108,Centro
4282,2025-05-17 20:40:56,Mapple,7,1.75,12.25,Tarjeta de Débito,107,Valle
4283,2025-05-17 21:07:59,Rellena de Fresa,5,2.25,11.25,Tarjeta de Crédito,108,Valle
4284,2025-05-17 21:19:59,Glaseada,12,1.5,18.0,Efectivo,106,Sur
4285,2025-05-17 21:26:29,Rellena de Fresa,4,2.25,9.0,Tarjeta de Débito,106,Centro
4286,2025-05-17 21:42:10,Rellena de Fresa,1,2.25,2.25,Transferencia,101,Sur
4287,2025-05-17 21:49:28,Azúcar y Canela,9,1.25,11.25,Tarjeta de Crédito,104,Centro
4288,2025-05-17 21:51:26,Mapple,10,1.75,17.5,Efectivo,103,Norte
4289,2025-05-17 21:52:34,Boston Cream,11,2.5,27.5,Tarjeta de Débito,107,Norte
4290,2025-05-17 22:26:33,Glaseada,9,1.5,13.5,Tarjeta de Crédito,102,Centro
4291,2025-05-17 22:50:50,Boston Cream,1,2.5,2.5,Transferencia,104,Norte
4292,2025-05-17 23:15:52,Azúcar y Canela,1,1.25,1.25,Tarjeta de Débito,102,Sur
4293,2025-05-17 23:16:29,Chocolate,3,2.0,6.0,Tarjeta de Débito,103,Sur
4294,2025-05-17 23:17:01,Chocolate,10,2.0,20.0,Efectivo,105,Sur
4295,2025-05-17 23:47:30,Glaseada,2,1.5,3.0,Transferencia,106,Valle
4296,2025-05-18 00:02:34,Chocolate,9,2.0,18.0,Transferencia,105,Norte
4297,2025-05-18 00:12:59,Rellena de Fresa,3,2.25,6.75,Tarjeta de Crédito,103,Norte
4298,2025-05-18 00:15:14,Azúcar y Canela,3,1.25,3.75,Tarjeta de Débito,105,Centro
4299,2025-05-18 00:20:53,Boston Cream,7,2.5,17.5,Transferencia,105,Centro
4300,2025-05-18 00:26:43,Glaseada,4,1.5,6.0,Tarjeta de Crédito,103,Centro
4301,2025-05-18 00:54:07,Mapple,12,1.75,21.0,Tarjeta de Débito,104,Sur
4302,2025-05-18 01:17:32,Chocolate,1,2.0,2.0,Efectivo,106,Valle
4303,2025-05-18 01:27:47,Chocolate,12,2.0,24.0,Efectivo,105,Norte
4304,2025-05-18 01:30:30,Glaseada,1,1.5,1.5,Tarjeta de Débito,107,Norte
4305,2025-05-18 01:38:30,Glaseada,6,1.5,9.0,Tarjeta de Crédito,107,Valle
4306,2025-05-18 01:58:36,Azúcar y Canela,1,1.25,1.25,Tarjeta de Débito,108,Norte
4307,2025-05-18 02:09:22,Rellena de Fresa,11,2.25,24.75,Efectivo,108,Norte
4308,2025-05-18 02:52:26,Glaseada,3,1.5,4.5,Efectivo,106,Centro
4309,2025-05-18 02:58:09,Chocolate,11,2.0,22.0,Tarjeta de Débito,102,Valle
4310,2025-05-18 03:01:03,Rellena de Fresa,2,2.25,4.5,Tarjeta de Débito,104,Valle
4311,2025-05-18 03:17:03,Rellena de Fresa,2,2.25,4.5,Tarjeta de Crédito,102,Sur
4312,2025-05-18 03:19:01,Boston Cream,11,2.5,27.5,Transferencia,103,Centro
4313,2025-05-18 03:29:33,Mapple,8,1.75,14.0,Efectivo,101,Centro
4314,2025-05-18 03:33:34,Rellena de Fresa,1,2.25,2.25,Tarjeta de Crédito,108,Centro
4315,2025-05-18 03:45:31,Rellena de Fresa,12,2.25,27.0,Efectivo,107,Sur
4316,2025-05-18 03:45:33,Azúcar y Canela,8,1.25,10.0,Efectivo,103,Centro
4317,2025-05-18 03:46:52,Glaseada,4,1.5,6.0,Tarjeta de Crédito,103,Sur
4318,2025-05-18 03:48:55,Rellena de Fresa,5,2.25,11.25,Tarjeta de Crédito,102,Norte
4319,2025-05-18 03:56:41,Azúcar y Canela,2,1.25,2.5,Tarjeta de Crédito,105,Norte
4320,2025-05-18 04:02:46,Rellena de Fresa,3,2.25,6.75,Tarjeta de Crédito,105,Norte
4321,2025-05-18 04:11:31,Azúcar y Canela,12,1.25,15.0,Tarjeta de Débito,104,Valle
4322,2025-05-18 04:14:08,Glaseada,5,1.5,7.5,Tarjeta de Débito,107,Norte
4323,2025-05-18 04:31:50,Mapple,9,1.75,15.75,Transferencia,107,Valle
4324,2025-05-18 04:32:22,Glaseada,6,1.5,9.0,Transferencia,101,Norte
4325,2025-05-18 04:37:49,Boston Cream,9,2.5,22.5,Efectivo,103,Sur
4326,2025-05-18 04:39:31,Mapple,6,1.75,10.5,Tarjeta de Débito,105,Sur
4327,2025-05-18 04:39:55,Rellena de Fresa,10,2.25,22.5,Transferencia,103,Valle
4328,2025-05-18 04:40:33,Chocolate,5,2.0,10.0,Tarjeta de Débito,104,Centro
4329,2025-05-18 04:44:22,Mapple,1,1.75,1.75,Tarjeta de Crédito,108,Valle
4330,2025-05-18 04:45:11,Chocolate,7,2.0,14.0,Efectivo,103,Norte
